Salary,Distance
61769.0,10000
61769.0,2239
72157.0,6213
72157.0,1547
72157.0,6464
103331.0,1480
103331.0,1514
73262.0,1750
73262.0,5082
66516.0,6704
66516.0,1420
66516.0,11982
73262.0,2132
73262.0,7176
48181.0,1694
48181.0,2547
48181.0,1027
48181.0,6984
64526.0,2982
64526.0,980
64526.0,3896
64526.0,3014
57622.0,4656
57622.0,3520
73262.0,3418
73262.0,5766
73455.0,2439
73455.0,3028
73262.0,2568
73262.0,2562
73262.0,7161
67756.0,3594
67756.0,9940
73262.0,3290
73262.0,2750
73262.0,8708
73262.0,2570
60235.0,4424
60235.0,5196
62886.0,7260
62886.0,8835
73262.0,3074
80455.0,1456
80455.0,6960
80455.0,5412
80455.0,2343
80926.0,3436
80926.0,3436
92875.0,7076
70881.0,1214
73262.0,11504
69331.0,1201
41405.0,3804
54188.0,1766
54188.0,2838
96483.0,1902
96483.0,5940
72919.0,3816
72919.0,1004
57852.0,3950
47178.0,2140
47178.0,3490
47178.0,2122
52904.0,17664
52904.0,7240
65461.0,4974
65461.0,714
57668.0,1352
73262.0,6315
61361.0,2382
61361.0,3501
61361.0,3696
251861.0,977
251861.0,692
251861.0,2530
62633.0,820
62633.0,2371
62633.0,8756
73262.0,6816
73262.0,886
91323.0,9325
91323.0,4750
91323.0,2932
73262.0,2229
73262.0,2174
73262.0,2754
189990.0,4750
189990.0,6048
73410.0,9606
47921.0,6678
47921.0,4096
283184.0,3054
283184.0,702
59709.0,8720
67070.0,5994
67070.0,1688
67070.0,6606
73262.0,3528
54111.0,2179
54111.0,8915
73262.0,11690
73262.0,687
73262.0,8815
47887.0,2390
47544.0,2144
47544.0,2514
47544.0,2872
73262.0,2840
68031.0,771
68031.0,3302
68031.0,2027
91500.0,16648
91500.0,17368
78655.0,667
47970.0,2698
47970.0,13506
67445.0,2014
67445.0,7188
73262.0,2320
73262.0,1285
73262.0,1972
73262.0,2150
73262.0,11975
73262.0,6964
73262.0,2892
73262.0,1636
57870.0,3370
57870.0,3800
57870.0,4596
67054.0,2075
98514.0,5301
98514.0,2967
98514.0,1887
114551.0,2800
73262.0,5130
87330.0,1083
87330.0,13909
66651.0,2776
66651.0,1403
66651.0,2496
66651.0,3984
47695.0,6932
47695.0,6348
47695.0,1864
75827.0,1518
75827.0,1569
75827.0,1542
75827.0,2685
57604.0,4696
57604.0,1226
57604.0,1515
57604.0,1612
73262.0,13788
260474.0,9268
260474.0,621
260474.0,8164
260474.0,6056
260474.0,6429
260474.0,866
88055.0,4548
70244.0,915
70244.0,3290
195373.0,2085
195373.0,2062
82444.0,1902
82444.0,1002
82444.0,1168
82444.0,2608
63525.0,1058
63525.0,2133
63525.0,4700
41405.0,7270
41405.0,6396
73262.0,1716
73262.0,6295
73262.0,2091
73262.0,1570
100817.0,2436
100817.0,7120
73262.0,5007
73262.0,2496
73262.0,1764
73262.0,4896
73262.0,5706
73262.0,2172
48669.0,5032
83257.0,5028
48014.0,846
73262.0,3249
73262.0,7353
73262.0,1649
78592.0,1860
51955.0,1400
51955.0,1355
51955.0,3354
65666.0,4281
65666.0,4032
65666.0,1446
65666.0,1784
69971.0,6786
69971.0,6456
69971.0,1271
51430.0,1508
70912.0,9368
70912.0,1620
70912.0,3920
73262.0,4623
73262.0,9188
73262.0,5295
54908.0,12145
54908.0,3912
54908.0,1911
73262.0,1610
72896.0,5745
72896.0,2334
83711.0,3290
83711.0,1180
83711.0,697
83711.0,4947
83711.0,3514
89645.0,16695
73262.0,2280
73262.0,1815
72526.0,5264
72526.0,885
72526.0,8272
72526.0,7278
100159.0,9240
100159.0,3303
100159.0,2766
100159.0,2612
47237.0,1203
47237.0,1670
47237.0,6964
47237.0,723
47237.0,8500
73262.0,6642
73262.0,3796
73262.0,3324
73262.0,4581
73262.0,10290
73262.0,12395
52559.0,857
52559.0,3586
65664.0,1736
65664.0,1079
71419.0,1135
66754.0,1598
73262.0,8408
73262.0,12392
73262.0,1026
73262.0,6780
73262.0,6516
57940.0,2379
82675.0,2160
82675.0,1660
82675.0,4376
82675.0,1884
66629.0,1654
66629.0,4641
61177.0,3908
61177.0,6000
73262.0,5415
73262.0,12774
73262.0,2828
58260.0,4855
58260.0,657
58260.0,3192
58260.0,4212
58260.0,1477
73262.0,3446
73262.0,2295
73262.0,7168
73262.0,8345
73262.0,1080
73262.0,1686
81518.0,823
70277.0,7347
68015.0,8520
68015.0,1551
68015.0,1980
68015.0,1010
73262.0,3912
73262.0,2552
88921.0,1449
73262.0,1984
73262.0,6340
73262.0,8612
104915.0,1620
104915.0,6195
103061.0,6516
56194.0,1013
56194.0,1753
48445.0,3905
90265.0,36300
100074.0,1296
57311.0,688
57311.0,9751
75463.0,2852
75463.0,1390
75463.0,609
75463.0,3986
75463.0,1902
70746.0,1676
66223.0,5128
66223.0,1671
66223.0,6176
66223.0,4005
73262.0,2890
103430.0,5061
103430.0,3564
103430.0,7074
103430.0,2934
98404.0,5946
73262.0,3028
73135.0,5568
73135.0,2736
76014.0,5884
76014.0,3048
73262.0,824
73262.0,1140
57631.0,5656
57631.0,38720
57631.0,14274
73262.0,3886
73262.0,1765
55958.0,1768
55958.0,11010
291264.0,6508
291264.0,2268
73262.0,4994
73262.0,1934
96307.0,3528
84678.0,1364
84678.0,7984
96201.0,2490
96201.0,4954
86039.0,4820
86039.0,1664
86039.0,1128
73262.0,10765
73262.0,3100
86762.0,4994
86762.0,785
86762.0,3276
68546.0,2173
68546.0,1824
68546.0,4576
68546.0,2075
68546.0,9848
68546.0,3976
79010.0,2292
97796.0,2331
47810.0,1671
47810.0,572
97230.0,8752
97230.0,2630
97230.0,1991
73262.0,1770
73262.0,3808
65861.0,7684
65861.0,2698
50800.0,2358
73262.0,1700
89076.0,5367
73262.0,3960
73262.0,1090
73262.0,1057
73262.0,8496
73262.0,3604
73262.0,4971
73262.0,1128
50879.0,7179
50879.0,4872
93451.0,7015
97183.0,4788
97183.0,1865
97183.0,2820
69441.0,5043
90372.0,5144
79798.0,5904
73262.0,4944
73262.0,5193
65997.0,4260
65997.0,1364
65997.0,1804
65997.0,1630
57033.0,2934
57033.0,3445
57033.0,2128
50303.0,696
70384.0,5855
58725.0,2242
58725.0,1804
58725.0,4580
70684.0,2684
49831.0,9950
61999.0,21120
73262.0,6908
73262.0,4659
73262.0,1748
73262.0,4335
80444.0,9256
58823.0,12708
73262.0,1460
73262.0,939
73262.0,6345
73262.0,1137
73262.0,2244
73262.0,6128
86107.0,529
86107.0,1766
86107.0,2240
86107.0,2752
73262.0,4980
225884.0,3648
225884.0,1233
225884.0,2730
73262.0,2471
73262.0,7652
73262.0,2128
73262.0,1600
73262.0,3402
283332.0,861
283332.0,10568
72896.0,2388
72896.0,855
72896.0,1358
72896.0,2636
73262.0,4965
73262.0,2640
73262.0,10660
73262.0,2046
83660.0,1917
69804.0,12936
69804.0,4012
69804.0,2920
65848.0,750
73262.0,5375
73262.0,10560
73262.0,1429
73262.0,3408
51699.0,2184
51699.0,1874
86388.0,3640
86388.0,8564
86388.0,3238
62630.0,11970
62630.0,7760
62630.0,7700
72888.0,3532
73262.0,37056
73262.0,8104
73262.0,696
73262.0,1984
51142.0,1167
51142.0,1200
85038.0,2350
85038.0,4017
65371.0,501
65371.0,896
65371.0,3312
65371.0,3262
50426.0,2322
50426.0,5817
72031.0,2120
72031.0,3740
69546.0,3930
69546.0,5655
69546.0,1698
69546.0,2193
90849.0,8332
90849.0,1196
90849.0,5553
123841.0,2180
73262.0,1353
73262.0,7535
73262.0,2502
73262.0,9585
73262.0,3232
73262.0,5028
93508.0,6630
56406.0,2727
89781.0,1023
73262.0,1225
73262.0,4468
64546.0,4572
69227.0,5487
69227.0,4664
72823.0,1112
73602.0,1197
73602.0,8620
73602.0,1352
73602.0,8344
73262.0,2335
73262.0,9404
97100.0,1965
97100.0,2391
73262.0,9456
73262.0,1494
73262.0,3930
73262.0,2378
73654.0,1514
73654.0,1864
80183.0,1683
80183.0,1251
80183.0,3204
55042.0,5824
55042.0,2916
74702.0,3780
74702.0,7908
74702.0,3243
74702.0,4404
73262.0,2658
73262.0,5559
73262.0,2063
73702.0,2292
46607.0,5061
46607.0,7194
127574.0,12165
127574.0,1260
127574.0,1638
67132.0,6225
73262.0,1879
74770.0,6267
74770.0,5184
74770.0,12042
74770.0,6045
73262.0,1528
73262.0,1538
73262.0,2370
73262.0,2991
73262.0,4948
73262.0,2704
73262.0,1656
157933.0,1652
157933.0,4308
74415.0,3282
57975.0,5889
57975.0,5844
57975.0,1630
69240.0,1191
69240.0,6726
69240.0,6024
73262.0,1691
56639.0,4401
56639.0,836
56639.0,1503
52587.0,3252
73262.0,4995
73262.0,2886
70208.0,799
73262.0,5985
73262.0,567
73262.0,2393
75248.0,1512
75248.0,3110
68565.0,2384
68565.0,1777
52929.0,2916
52929.0,1533
48073.0,555
48073.0,6795
48073.0,1536
54908.0,2013
54908.0,6762
54908.0,1527
73262.0,7020
73262.0,1541
66210.0,1641
66210.0,3606
72350.0,2889
72350.0,6288
76115.0,4746
73262.0,5600
69091.0,3110
91673.0,3522
88413.0,7510
88413.0,3480
88413.0,633
88413.0,1795
88413.0,1796
59639.0,14484
73262.0,3556
73262.0,1612
73262.0,3531
73262.0,3600
57458.0,4865
57458.0,10630
56078.0,4048
56078.0,1456
63673.0,4216
63673.0,9044
63673.0,5628
75657.0,7440
75657.0,4618
75657.0,1278
70473.0,15112
108324.0,1080
108324.0,1855
53515.0,7341
53515.0,2361
53515.0,3540
53515.0,1884
53866.0,1354
53866.0,641
53866.0,2904
53866.0,4995
69824.0,1585
73262.0,714
73262.0,3280
73262.0,551
55257.0,2715
55257.0,2028
104581.0,7404
48521.0,839
93159.0,2244
60227.0,2964
128352.0,48660
73785.0,3237
73262.0,2058
64612.0,5634
73262.0,1476
73262.0,9496
81505.0,1424
81505.0,882
73262.0,6921
73044.0,2997
73044.0,507
73044.0,5541
84782.0,4452
84782.0,3414
84782.0,4068
84782.0,14959
84782.0,2370
80816.0,6765
80816.0,5688
80816.0,626
80816.0,1308
80816.0,5643
73262.0,4452
73262.0,1720
73262.0,2940
73262.0,4317
73262.0,2838
97685.0,3588
97685.0,1482
270138.0,1034
270138.0,3410
270138.0,6268
86301.0,2226
86301.0,1030
104401.0,4348
48107.0,1956
73262.0,8064
73262.0,2384
73262.0,5496
73262.0,2481
152955.0,1744
152955.0,2710
152955.0,5260
78830.0,1061
78830.0,4280
78830.0,2090
78830.0,1814
79444.0,5742
88508.0,7396
88508.0,4542
88508.0,2700
72416.0,3624
72416.0,3189
72416.0,12420
84672.0,5658
56098.0,10520
56098.0,2476
92929.0,1612
71792.0,2052
180440.0,12415
180440.0,3588
70951.0,4680
82566.0,7335
82566.0,978
82566.0,1552
53452.0,2868
59647.0,2298
59647.0,589
73262.0,875
73262.0,8112
73262.0,3044
82727.0,1854
73262.0,2026
66275.0,915
73262.0,6552
73262.0,6621
73262.0,3606
62706.0,2469
62706.0,3260
62706.0,4010
73262.0,3130
73262.0,2276
73262.0,5184
73262.0,1090
73262.0,1481
58299.0,2001
73262.0,1610
74124.0,9095
74124.0,1397
90480.0,3843
73262.0,1839
64308.0,3392
64308.0,1268
64308.0,2049
61885.0,2061
61885.0,761
73262.0,1446
73262.0,2059
73262.0,7195
73262.0,4202
73262.0,1601
61210.0,7235
61210.0,2102
86715.0,2844
86715.0,1405
86715.0,8110
79599.0,4954
79599.0,9354
73262.0,4654
73262.0,8965
73262.0,1029
73262.0,4410
73262.0,10585
73262.0,4383
53467.0,2394
78247.0,21912
82675.0,4395
82675.0,3930
103968.0,7194
103968.0,4089
103968.0,4916
103968.0,1271
70053.0,3084
70053.0,1716
70053.0,2012
55590.0,6512
55590.0,3564
55590.0,2433
55590.0,1058
208140.0,2542
208140.0,8424
208140.0,6184
100159.0,1945
100159.0,3549
100159.0,10965
94969.0,2217
64614.0,3822
64614.0,3108
66968.0,2212
67569.0,616
67569.0,2760
73262.0,5292
73262.0,1350
81518.0,8364
81518.0,2154
73262.0,6628
73262.0,1137
73262.0,4916
73262.0,3935
73262.0,2874
61402.0,2344
61402.0,1027
61402.0,11622
83773.0,9940
83773.0,507
83773.0,3759
82395.0,3080
82395.0,3825
73262.0,3686
73262.0,7215
73262.0,2187
65094.0,4402
65094.0,5481
65094.0,922
73262.0,14622
73262.0,6945
73262.0,1470
73262.0,5148
73262.0,1813
59867.0,5472
59867.0,8808
59867.0,4368
70676.0,1091
70676.0,1811
58119.0,1504
73262.0,1879
92316.0,2076
92316.0,4200
92316.0,1498
92316.0,6592
92316.0,3596
73262.0,3412
73262.0,5679
48324.0,1252
48324.0,5883
48324.0,6951
87262.0,3412
77135.0,2740
77478.0,1402
73262.0,4314
73262.0,8252
52236.0,1788
79034.0,6357
73262.0,6320
73262.0,7104
73262.0,881
54734.0,6819
54734.0,2295
54734.0,8130
99133.0,4755
93110.0,1286
73262.0,4566
73262.0,4652
54858.0,3570
54858.0,1336
73262.0,1162
73262.0,8384
73262.0,7825
105487.0,6280
105487.0,659
105487.0,6279
59332.0,1596
59332.0,934
59332.0,6498
59332.0,11955
63580.0,2329
63580.0,11202
63580.0,6165
63580.0,6501
54033.0,9640
73262.0,5320
73262.0,4440
73262.0,1810
73262.0,633
98422.0,2406
98422.0,6332
89900.0,2118
89900.0,6680
89900.0,1213
89900.0,1611
55502.0,8956
55502.0,5658
58127.0,1117
58127.0,5575
82415.0,5595
82415.0,4260
82415.0,1490
82415.0,2676
82415.0,6213
73262.0,537
73262.0,1014
78636.0,4491
78636.0,5668
78636.0,9545
73262.0,4142
77705.0,2403
77705.0,1454
89853.0,5769
89853.0,5580
73262.0,3544
73262.0,1814
73262.0,2310
63422.0,4740
63422.0,2872
98473.0,1656
98473.0,1963
73262.0,3588
73262.0,4235
91592.0,1822
91592.0,1450
104525.0,5928
104525.0,1146
104525.0,8840
104968.0,567
104968.0,791
51124.0,1296
51124.0,1235
51124.0,3474
51124.0,7920
51124.0,2838
51124.0,1278
51124.0,8836
57622.0,6690
59598.0,1918
59598.0,2303
59598.0,2862
59598.0,9765
59598.0,5499
95431.0,2920
95431.0,3130
85447.0,3753
85447.0,9692
53005.0,2466
53005.0,2220
53005.0,1430
53005.0,5907
53005.0,5949
39426.0,2320
39426.0,4164
39426.0,2267
39426.0,1460
73262.0,1974
73262.0,3879
73262.0,2438
73262.0,2218
73262.0,12280
73262.0,6093
152955.0,12798
152955.0,1095
99256.0,6096
73262.0,943
104352.0,2051
104352.0,1169
86467.0,1066
86467.0,1313
86467.0,2334
86467.0,1702
92097.0,5852
92097.0,6090
71562.0,632
71562.0,2196
71562.0,5046
66971.0,4347
66971.0,7428
48579.0,1442
73945.0,6420
73945.0,7036
73945.0,2230
61100.0,3850
61100.0,733
85514.0,1616
64630.0,2564
64630.0,3746
64630.0,2011
71630.0,720
91621.0,1602
91621.0,2389
68454.0,2880
73262.0,6132
73262.0,3945
73262.0,9448
77950.0,5337
52655.0,4640
52655.0,3480
52655.0,5163
80919.0,1385
103430.0,6712
103430.0,2055
103430.0,792
51165.0,8425
51165.0,4404
88792.0,4696
80543.0,6765
80543.0,759
80543.0,4730
80543.0,4533
80543.0,7512
84454.0,898
98015.0,6612
98015.0,4294
98015.0,3508
73262.0,4328
73262.0,4322
100185.0,4656
100185.0,1966
97241.0,9315
97241.0,3706
93601.0,6276
93601.0,4336
93601.0,4596
93601.0,1932
96481.0,4695
96481.0,4220
47670.0,4620
47670.0,4066
47670.0,2294
47670.0,4748
47670.0,3699
100395.0,4968
100395.0,6408
100395.0,665
73262.0,8265
73262.0,570
73262.0,2200
76452.0,1410
76452.0,5304
76452.0,2792
73262.0,6444
73262.0,3345
60366.0,4264
73262.0,3168
73262.0,2206
64015.0,5994
64015.0,3452
64015.0,1910
85577.0,13776
73262.0,2616
73262.0,2526
73262.0,7740
73262.0,4732
68261.0,4839
68261.0,2091
51645.0,3840
51645.0,1323
75462.0,1678
75899.0,1181
75899.0,2796
75899.0,1454
69334.0,3231
55218.0,5733
55218.0,1256
55218.0,8045
60295.0,13710
60295.0,4524
60295.0,9116
68518.0,13656
68518.0,1118
102956.0,6426
102956.0,928
61055.0,6380
61055.0,2189
61055.0,3940
61055.0,1874
61055.0,6732
103042.0,4851
103042.0,7125
103042.0,2612
103042.0,1014
73262.0,6276
73262.0,8240
76248.0,2520
76248.0,1391
76248.0,5632
73262.0,509
156578.0,10300
156578.0,2940
73262.0,2049
73262.0,803
73262.0,1159
73262.0,4350
73262.0,1638
73262.0,6726
73262.0,6876
73262.0,5262
73262.0,3558
73262.0,679
86388.0,1043
86388.0,1804
86388.0,6966
86388.0,550
86388.0,1664
86388.0,5349
86388.0,8692
86388.0,4658
73262.0,2612
73262.0,1527
73262.0,4652
73262.0,1174
73262.0,2665
73262.0,1922
73262.0,6032
73262.0,2130
93909.0,2010
93909.0,2725
83332.0,3273
83332.0,5736
83332.0,2152
46863.0,5395
60208.0,5394
63991.0,1954
63991.0,2755
63991.0,2083
63991.0,1156
63991.0,2426
103563.0,1633
103563.0,2340
103563.0,2754
103563.0,1112
55648.0,3308
55648.0,2972
55648.0,3507
55648.0,6220
55648.0,2600
55648.0,3782
73262.0,6405
73262.0,591
73262.0,29000
73262.0,2474
79483.0,9824
61062.0,1246
61062.0,1746
47715.0,1416
47715.0,5574
77268.0,1053
77268.0,3672
77268.0,2944
50507.0,6969
50507.0,2943
50507.0,1306
50507.0,2025
73322.0,813
98698.0,1877
98698.0,8736
98698.0,4377
73262.0,9208
73262.0,12465
73262.0,1332
67220.0,3725
67220.0,1518
67220.0,1628
67220.0,1704
67220.0,12230
67220.0,4230
99444.0,1629
99444.0,2353
99444.0,3802
99444.0,1860
73262.0,4774
73262.0,2140
73262.0,7164
73262.0,4980
69912.0,3452
66733.0,3666
73262.0,4796
63899.0,1930
63899.0,3702
63899.0,6268
63899.0,1516
100803.0,1844
100803.0,4026
100803.0,9252
73510.0,3966
73510.0,3567
73262.0,3035
73262.0,9940
62089.0,4150
62089.0,831
62089.0,2353
59537.0,6039
96102.0,1352
96102.0,1064
79536.0,7260
79536.0,7890
79536.0,6981
50134.0,1744
50134.0,6138
50134.0,12108
50134.0,2898
54632.0,3550
54632.0,1171
54632.0,1180
63517.0,3576
83742.0,6036
88082.0,6392
103118.0,3320
82347.0,1313
82347.0,14140
55131.0,2736
104619.0,4560
84736.0,1356
84736.0,2014
57924.0,36360
57924.0,2284
102301.0,1328
102301.0,4732
47052.0,2097
47052.0,1378
73262.0,8664
73262.0,3696
73262.0,1408
101286.0,4774
101286.0,1111
101286.0,2230
101286.0,5610
83056.0,1795
83056.0,4194
58238.0,2164
58238.0,4884
58238.0,5310
73262.0,5118
73262.0,4629
73262.0,3684
73262.0,4512
73262.0,3183
101847.0,7028
97976.0,4085
245427.0,3872
245427.0,4312
245427.0,1813
73262.0,2962
73262.0,896
73262.0,2473
73262.0,2884
73262.0,1956
73262.0,1688
46738.0,4995
46738.0,13878
46738.0,6492
46738.0,1172
46738.0,3258
73262.0,6968
73262.0,3220
86388.0,11724
71792.0,2316
93261.0,7024
54632.0,1826
69942.0,4780
72364.0,2271
53204.0,1384
53204.0,620
53204.0,1643
89345.0,4008
89345.0,6882
50546.0,1904
53610.0,1222
127574.0,9210
127574.0,1423
73262.0,3100
73262.0,2415
73262.0,5451
59576.0,4104
59576.0,2267
42090.0,2665
42090.0,4208
42090.0,3237
42090.0,4791
100034.0,3993
100034.0,6696
100034.0,1032
100034.0,2734
100034.0,2826
100034.0,12948
84015.0,1298
50598.0,1070
73262.0,996
100214.0,1744
100214.0,3933
100214.0,4880
78145.0,9736
66994.0,12677
76592.0,1058
76592.0,4008
162543.0,2171
162543.0,11215
60758.0,2430
73262.0,7872
73262.0,1337
80309.0,1376
80309.0,1929
73262.0,3216
111868.0,1760
111868.0,1545
111868.0,6591
111868.0,4818
111868.0,1108
73262.0,14724
73262.0,2034
69098.0,3684
69098.0,2930
50597.0,4010
50597.0,3870
50597.0,5493
100995.0,3580
100995.0,2400
65177.0,3339
65177.0,2326
65177.0,1253
69609.0,1838
90979.0,5235
90979.0,1560
90979.0,2356
90979.0,4714
90979.0,2288
53559.0,6267
53559.0,1086
73262.0,3578
73262.0,7624
61668.0,2278
61668.0,3864
75231.0,11530
75231.0,7264
113785.0,3628
128118.0,2624
83841.0,2560
83841.0,3756
83841.0,5490
73262.0,6660
89245.0,4836
89245.0,2810
73262.0,30500
87259.0,7173
87259.0,6618
46991.0,9424
101933.0,1744
66845.0,2434
66845.0,2097
66845.0,1876
73262.0,2084
73262.0,632
73262.0,5992
73262.0,3849
73262.0,1923
55552.0,856
73262.0,7158
73262.0,13884
68957.0,4732
54094.0,10840
54094.0,7095
54094.0,1790
57975.0,2000
57975.0,1709
68152.0,1433
68152.0,6687
60903.0,2042
60903.0,4266
60903.0,2400
73262.0,2380
73262.0,3032
73262.0,2804
82703.0,1450
82703.0,5667
149992.0,5673
149992.0,2111
149992.0,1978
149992.0,1080
61589.0,6669
61589.0,8701
77565.0,1944
77565.0,3338
77565.0,10560
71992.0,5990
71992.0,1656
100711.0,2958
100711.0,1816
100711.0,2461
73262.0,3051
118530.0,4161
118530.0,7035
73262.0,4488
73262.0,3888
52209.0,1412
52209.0,3812
52209.0,1007
52209.0,3008
49529.0,2312
91239.0,1506
91239.0,4452
66226.0,9684
66226.0,2718
66226.0,4122
66226.0,9268
73262.0,4572
57235.0,2376
57235.0,1447
57235.0,2592
57235.0,4280
73262.0,2265
73262.0,7305
73262.0,11745
86513.0,4502
86513.0,1685
86513.0,4908
80767.0,820
73262.0,6276
73262.0,3896
56493.0,3574
56493.0,2085
56493.0,9412
54637.0,5396
73262.0,2492
66537.0,3735
66537.0,9292
66537.0,566
66537.0,7792
66537.0,1775
66537.0,3582
74672.0,584
74672.0,3600
89435.0,5013
89435.0,2427
89435.0,4182
89435.0,3303
171815.0,8750
79028.0,685
79028.0,7550
79028.0,1518
74090.0,1383
73262.0,2417
73262.0,936
73262.0,4840
51479.0,4536
51479.0,4944
61203.0,2260
61203.0,4680
61203.0,2236
61203.0,2152
81391.0,902
81391.0,1159
117771.0,3655
117771.0,9670
117771.0,4834
117771.0,2374
117771.0,6051
73262.0,1452
73262.0,9600
57398.0,4386
48265.0,2256
73262.0,6744
73262.0,5259
73262.0,4504
73262.0,10410
73262.0,4083
103449.0,1704
81443.0,3860
102397.0,1204
102397.0,7407
89932.0,4824
89932.0,3318
104138.0,2238
73262.0,716
73262.0,10245
73262.0,4928
89345.0,6336
73262.0,2814
73262.0,2676
73262.0,9064
73162.0,3057
73162.0,1328
73162.0,2338
73162.0,5049
73162.0,4208
73162.0,1177
73262.0,1845
73262.0,7964
174487.0,3882
174487.0,5604
64174.0,3302
64174.0,4660
77074.0,1421
77074.0,819
102899.0,1300
102899.0,1554
102899.0,2364
102899.0,1406
102899.0,1048
73262.0,5112
50597.0,7275
89953.0,2504
73262.0,3184
73262.0,5361
79678.0,1016
79678.0,6044
79678.0,2448
79678.0,625
73262.0,10965
73262.0,3048
73262.0,1894
73262.0,9848
73262.0,1756
54033.0,4870
73262.0,1570
73262.0,1913
73262.0,8605
73077.0,5508
73077.0,7650
73077.0,2276
73262.0,2859
73262.0,2396
73262.0,11930
73262.0,5271
73262.0,5238
55023.0,1198
55023.0,2077
63926.0,1822
73262.0,5805
68905.0,2566
83586.0,801
83586.0,3222
83586.0,4616
83586.0,8280
83586.0,3772
83586.0,2818
103572.0,529
103572.0,1746
103572.0,3436
73714.0,1900
90707.0,5152
199426.0,3926
199426.0,5694
88099.0,5646
88099.0,3320
88099.0,6640
94683.0,1855
94683.0,817
94683.0,914
94683.0,965
298851.0,4286
298851.0,904
73262.0,2289
73262.0,2324
73262.0,3902
73262.0,4215
61813.0,7672
61813.0,2980
61813.0,3141
63225.0,4435
63225.0,3970
63225.0,3951
63225.0,6024
63225.0,1787
63225.0,1031
63225.0,5115
68413.0,7050
61070.0,7137
61070.0,3392
61070.0,2367
73262.0,7530
73262.0,2356
73262.0,7550
73262.0,6354
65935.0,1322
120956.0,2176
18715.0,28596
18715.0,44020
73262.0,1914
95445.0,2913
95445.0,1033
95445.0,1911
88055.0,10495
73262.0,1886
73262.0,3480
73262.0,2955
73262.0,2229
58431.0,5538
58431.0,6702
58431.0,10002
58431.0,2166
73262.0,1448
73262.0,5804
73262.0,5892
73262.0,9092
73262.0,3410
73262.0,750
52172.0,3294
52172.0,1581
80280.0,5865
80280.0,4830
80280.0,1074
80280.0,1589
80280.0,705
95373.0,1482
95373.0,2456
81719.0,4196
81719.0,7383
72656.0,2568
72656.0,4356
55845.0,1428
55845.0,2506
73262.0,6456
73262.0,2304
73262.0,4120
73262.0,996
49588.0,2871
63218.0,5346
63218.0,5664
73262.0,2970
73262.0,2112
73262.0,2901
123277.0,3112
123277.0,1884
50954.0,3687
89435.0,10765
54286.0,1813
75856.0,9564
75856.0,8096
75856.0,2836
74713.0,4894
54846.0,1106
54846.0,3472
73262.0,3390
73262.0,4195
73262.0,2043
73262.0,1760
73262.0,1415
59621.0,8688
59621.0,1676
85887.0,7266
58831.0,1699
58831.0,5805
53061.0,4197
53061.0,1236
53061.0,2072
76533.0,6741
76533.0,1514
76533.0,3303
86590.0,4731
86590.0,4034
73262.0,905
73262.0,4756
73262.0,1567
73628.0,885
73628.0,2465
111948.0,2081
73262.0,3236
73262.0,4882
73262.0,5610
74819.0,8450
73262.0,7660
73262.0,2328
100113.0,9460
96390.0,1575
96390.0,8790
98586.0,3920
98586.0,5037
98586.0,1760
98586.0,1260
50363.0,2394
50363.0,8772
50363.0,1803
50363.0,4116
50363.0,1445
50363.0,3060
90995.0,1128
90995.0,4242
95289.0,1286
95289.0,1986
95289.0,2502
95289.0,5576
95289.0,7108
94365.0,9420
94365.0,4392
94365.0,6744
87117.0,8420
40125.0,1918
40125.0,2520
73262.0,1578
73262.0,4434
73262.0,1878
61041.0,6810
61041.0,2348
62259.0,1278
78716.0,2874
78716.0,4532
73262.0,4866
73262.0,1964
74917.0,1864
74917.0,4812
74917.0,3804
74917.0,2500
90620.0,4060
74046.0,5700
74046.0,4588
23136.0,9306
81393.0,2582
95606.0,4998
114551.0,3278
102400.0,1124
102400.0,4432
104131.0,6228
61578.0,2108
61578.0,5559
74413.0,2712
74413.0,1812
74413.0,2075
73262.0,8808
73262.0,3372
98604.0,1792
55617.0,3720
71344.0,3681
16853.0,25456
16853.0,11484
16853.0,2684
73262.0,6381
73262.0,1164
58713.0,7251
73262.0,1697
73262.0,5164
73262.0,3616
73262.0,3608
68372.0,1368
78488.0,2210
78488.0,8640
78488.0,2996
78488.0,1048
90046.0,912
73262.0,2185
84015.0,11575
47383.0,1704
47383.0,1300
47383.0,4780
100817.0,2820
73262.0,3032
73262.0,3780
48770.0,1417
48770.0,4266
73262.0,4376
74587.0,50856
73262.0,4998
73262.0,2724
73262.0,1838
73262.0,6980
73262.0,10235
78114.0,3018
78114.0,2114
78114.0,724
78114.0,1154
94440.0,3417
63359.0,6147
63359.0,3480
63359.0,3094
50254.0,1520
73262.0,757
73262.0,1192
73262.0,8832
73262.0,2248
73262.0,1338
73262.0,2391
79023.0,2016
79023.0,1910
65206.0,6885
65206.0,8072
269847.0,2032
269847.0,4734
59188.0,10115
74964.0,3156
74964.0,8724
47291.0,3870
46905.0,1119
73262.0,3204
73262.0,4977
73262.0,4376
63965.0,1746
63965.0,2412
70482.0,10915
56883.0,1713
58025.0,2487
73262.0,3608
73262.0,1332
63348.0,1782
63348.0,6978
83570.0,2289
122233.0,6736
85511.0,7532
85511.0,5260
85511.0,2550
73236.0,4994
46831.0,3460
73262.0,4468
70485.0,7374
73262.0,2222
126075.0,2820
56384.0,1474
56384.0,8475
56384.0,1573
